"","date","text","Status..Rescheduled..Postponed..Cancelled.","Artist.Festival.Name","Genre","US..yes.no.","Refund.","Press.Release.Link.","Popularity..","cancellation_text","url","article_text"
"57","21-Apr","The Dutch WOO HAH! festival-- slated to feature Kendrick Lamar, A$AP Ferg, Lil Tecca, DaBaby, Ski Mask the Slump God and others-- is moving back one year to July 2-11, 2021.","R","WOO HAH! festival","Festival","No",NA,NA,NA,"WOO HAH! festival covid cancel refund","https://woohahfestival.com/ticket-faq-eng/","1. Keep your ticketsWill we see you next year? Great! By keeping your ticket(s) you can still enjoy the festival and you will help WOO HAH! throughout these trying times. Your tickets will automatically stay valid for the new dates. This is the case for both your festival tickets as well as additional tickets like Camp WOO HAH! ticket(s), Parking ticket(s), Shuttlebus ticket(s) and Train ticket(s). 2. Request a voucher Are you unable to visit on the new dates? If so, the voucher is your best option. The voucher represents your full purchase amount (incl. service fee) and can be used up to 24 months after being issued. The voucher is a digital credit on your Ticketmaster account and can be used to purchase tickets for WOO HAH! 2021 or WOO HAH! 2022 available via ticketmaster.nl. This voucher also allows you to, for example,  switch days, or upgrade to a weekend ticket at an additional cost. You don’t have to spend the voucher in one go. If you do not use the (full) amount after 24 months, the remaining money will be transferred to you. If you request a voucher you will receive an email from Ticketmaster as soon as your request has been processed. This will be at the end of July. Please note that Train tickets, deposits for Camp WOO HAH! and sleeping bags + pillows will not be added to your digital credit – you will receive a monetary refund for these.  3. Donate your ticket(s) It’s also possible to donate your ticket(s). The donation will be invested in future WOO HAH! projects that focus on talent development. We would be very grateful if you did choose this option. 4. Ask for refund If you don’t want to make use of the voucher, make a donation and are unable to visit on the new dates you can also ask for a refund. Based on the guidelines set out  by the ‘Save Your Ticket’ scheme, you will receive your refund one month after the rescheduled date of the festival. The refund of your purchased amount (incl. service fee) will be returned to you by 9th August 2021 at the very latest.  Will booked flights and hotels be refunded?"
"58","21-Apr","The first seven dates of the Big Rock Summer Tour in May and June are being rescheduled. The outing slated to feature Ratt, Tom Keifer of Cinderella, Skid Row and Slaughter has not yet announced when the shows:: June 3, 6, 9, 10, 12, 13 and 14:: will take place.","R","Big Rock Summer Tour","Rock","Yes",NA,NA,NA,"Big Rock Summer Tour covid cancel refund","https://www.skidrow.com/single-post/2020/06/16/Big-Rock-Summer-Tour","To the SKID ROW FAITHFUL,Due to concerns of COVID 19, The Big Rock Summer Tour will no longer be taking place as originally scheduled this Summer and Fall. Tickets will automatically be refunded at point of purchase. Thank you for your understanding and support."
"59","21-Apr","Dead & Company announced on that they've made the decision to cancel their 17:date summer tour.""Because of the global coronavirus outbreak and to help prevent the spread of COVID:19, we have no choice but to cancelÂ Dead & Company's Summer Tour 2020,"" the band wrote in a statement.Â ""The well:being and safety of our Deadhead community, venue staff and the bandâ€™s touring family is of the utmost importance. We also want to get refunds back to our fans while so many are hurting economically. All tickets will be fully refunded at point of purchase.""","C","Dead & Company","Rock","Yes",NA,NA,NA,"Dead & Company covid cancel refund","https://www.nytimes.com/2020/07/05/obituaries/nick-cordero-dead-coronavirus.html",""
"60","21-Apr","Shambhala Music Festival 2020 will not happen due to coronavirus. In a statement released by the Canadian electronic festival Tuesday (April 21), organizers announced that the event scheduled for July 24:27, 2020, will be ""postponed"" until July 2021, when the next iteration of the festival was scheduled to occur.","P","Shambhala Music Festival","Festival","No",NA,NA,NA,"Shambhala Music Festival covid cancel refund","https://www.ticketnews.com/2020/04/shambhala-music-festival-cancelled/","This year’s festival was set to feature performances from Rezz, Tycho, Richie Hawtin, deadmau5’s alto-ego Testpilot, and more, with an audience of around 12,000. Organizers revealed that all sales are final, so they are unable to process refunds, including lodging packages. However, ticketholders will be able to redeem their tickets and packages during one of the three upcoming festivals. “All sales are final so we are unable to process a refund,” the FAQ section of the festival’s website reads. “In saying that, we hope that our 3-year hold policy will accommodate our guests and ensure that they are able to get the value out of their ticket.” The refund policy is in place since Shambhala is a family-run event. The festival has never accepted corporate sponsorships, which means that organizers take on all the operating costs themselves. Unlike other festivals, Shambhala said this policy makes “refunding tickets impossible for us.”"
"61","21-Apr","Las Vegas' Life is Beautiful festival has announced that the three:day event will not happen this year due to the coronavirus. However, Life is Beautiful is working to create new initiatives that will impact supporters on a local, national and global scale, in addition to making a full return with the festival in 2021.â€œItâ€™s clear the health and economic hardships from the COVID:19 crisis will impact us all for some time to come,â€ festival organizer Justin Weniger said in a statement. â€œIn light of this, we made the determination to re:examine the role Life is Beautiful plays in the community and how we can put our resources, creativity and time into doing what we always set out to do: inspire and bring together a community.â€","C","Life is Beautiftul Festival","Festival","Yes",NA,NA,NA,"Life is Beautiftul Festival covid cancel refund","https://www.billboard.com/articles/news/festivals/9363071/life-is-beautiful-2020-festival-canceled",""
"62","20-Apr","Bon Jovi announced on April 20 that they are canceling their 2020 North American tour. ""Due to the ongoing global pandemic, it is no longer feasible for Bon Jovi to tour this summer. Given these difficult times, we have made the decision to cancel the tour entirely,"" the band shared in a statement. ""This will enable ticketholders to get refunds to help pay their bills or buy groceries. These are trying times.""","C","Bon Jovi","Rock","Yes",NA,NA,NA,"Bon Jovi covid cancel refund","https://www.foxbusiness.com/media/bon-jovi-cancels-2020-tour-coronavirus-refunds","“Due to the ongoing global pandemic, it is no longer feasible for Bon Jovi to tour this summer,” the band wrote on Twitter. “Given these difficult times, we have made the decision to cancel the tour entirely. This will enable ticketholders to get refunds to help pay their bills or buy groceries.” The announcement comes days after concert promoters such as AEG and Live Nation faced criticism for not issuing refunds related to the coronavirus. The two companies, which are the largest in the concert industry, were previously pushing vouchers for postponed events – but both updated their refund policies late last week."
"63","20-Apr","Iron Maiden canceled their Legacy of the Beast shows, scheduled for June and July, in Germany due to the government's extension of the ban on large gatherings through August. ""We all need to help bring an end to this Pandemic by following the advice and helping one another when we can, especially the more vulnerable,"" the band's manager tweeted from the Iron Maiden account. ""We want to see you all healthy and well when we make it to your country. And we want to see you as much as you want to see us!""","C","Iron Maiden","Rock","No",NA,NA,NA,"Iron Maiden covid cancel refund","https://www.marketwatch.com/story/worlds-second-largest-ticket-seller-eventim-holding-back-millions-in-refunds-from-canceled-events-during-coronavirus-crisis-2020-05-08","The world’s second-largest ticket seller, Eventim        EVD,         +1.44%,      is withholding millions of euros of ‘processing fees’ from fans seeking refunds for events canceled due to the coronavirus. Eventim sells tickets to concerts from the Red Hot Chili Peppers to Iron Maiden. Based on several refunds, reviewed by MarketWatch, for events in the U.K. in the coming months, Eventim would keep between 12%-14% of the price paid by consumers.  Ticket holders will lose out as the company says its ‘processing and service’ fees are nonrefundable, leading to accusations on social media that the company is profiteering from the crisis. Eventim confirmed customer refunds only included the face value of the ticket and not fees paid. It declined to comment when asked how much money it would retain from canceled events.  A spokesman for Eventim said: “If the respective organizer has canceled the event and has commissioned us to reverse the ticket costs, we will immediately refund the ticket costs to the customer. The fees are for services already provided, such as shipping, packing, administration.” For one show at the Eventim Apollo theater, which seats 3,500, a customer was refunded £11 less than they paid for each ticket, meaning Eventim could keep tens of thousands of pounds for an event that won’t happen.  LiveNation        LYV,         +0.22%      owned Ticketmaster, the biggest event ticketing company in the world, is offering full refunds to ticket holders for events canceled by coronavirus, including service fees, a spokesperson confirmed. Walker said he believes companies currently withholding full refunds will face a backlash from customers when they start buying tickets again. The Ticket Factory is another of Eventim’s competitors offering full refunds. It said: “Ticket buyers are entitled to a full refund minus any postage costs where the tickets have already been posted.” He believes falling back on the often unread terms and conditions is unfair and many other ticket sellers are refunding customers the full amount paid. “Some booking fees can be up to 20%,” he said. Read:Airlines are issuing billions of dollars in vouchers — but can you still get a cash refund for coronavirus-related flight cancellations? Thousands of events around the world have been canceled as social distancing rules prohibit large gatherings. Eventim’s terms and conditions read: “If an event is postponed or canceled, you are entitled to a refund. This refund is for the face value of the tickets only and does not include the fees paid.” The German government on Friday announced legislation to allow refunds to be made as vouchers. The Eventim spokesman said the full amount paid for the ticket, including service fees, would be reflected in the voucher, customers will have until the end of 2021 to use the voucher, at which point they would be entitled to a full refund. “Many events have been cancelled due to the coronavirus outbreak, however if a ticketing company is selling to UK customers it must comply with UK rules around refunds and cancellation, even if their parent company is not based in the UK,” he said."
"64","20-Apr","NYC Pride canceled all in:person events for their 2020 festival, in conjunction with Mayor Bill de Blasio's office, which voided all large event permits in the city for the month of June. Pride Island, the annual music festival held each year whose 2020 roster boasted Janelle Monae as a headliner, was among the many events canceled.Â ""As the days have passed, it has become more and more clear that even with a decline in the spread of COVID:19, large:scale events such as ours are unlikely to happen in the near future,â€ NYC Pride co:chair Maryanne Roberto Fine said in a statement released with the news. â€œWe understand that we need to reimagine NYC Pride events: and have already begun to do just that.""","C","NYC Pride","Festival","Yes",NA,NA,NA,"NYC Pride covid cancel refund","https://support.frontgatetickets.com/s/article/COVID-19-Event-Updates",""
"65","17-Apr","For the first time in its 53-year history, the Montreux Jazz Festival won't take place. The famous Swiss fest was scheduled for July 3-18 with performers includingÂ Lionel Richie, Brittany Howard, Lenny Kravitz and Black Pumas. Organizers are working on booking those artists and others for the summer 2021 fest.","C","Montreux Jazz Festival","Festival","No",NA,NA,NA,"Montreux Jazz Festival covid cancel refund","https://www.billboard.com/articles/news/9360296/montreux-jazz-festival-2020-canceled-coronavirus",""
"66","17-Apr","Against Me! have canceled their May tour of North America with Baroness. Refunds can be obtained from the original point of purchase. ""I hope that it's apparent that this is absolutely not at all what any of us want, and if we had any real choice in the matter we would for sure be out on the road this May,"" said frontwoman Laura Jane Grace in a statement. ""My definite hope is that this tour does still happen at some point in the future when able.""","C","Against Me!","Rock","Yes",NA,NA,NA,"Against Me! covid cancel refund","https://www.consumer.ftc.gov/blog/2020/05/covid-19-ruined-my-travel-plans-now-what","If COVID-19 canceled your travel plans, you are likely disappointed and wondering about refunds, credits, or vouchers for plane tickets, cruise bookings, tours, and more. Even if your scheduled travel is months away, you might be weighing your options. And many travel service providers seem to be working to address concerns about upcoming trips.  Start by reviewing the travel provider’s refund policies and the terms of your reservation to see your options. In addition, many companies are posting information on their websites about COVID-19 travel-related questions. Many are offering refunds or rebooking options in light of the situation. Of course, check to see if you purchased travel insurance and what it covers. Some travel insurance policies may refund your cancelled trip. Airlines: According to the U.S. Department of Transportation, airlines must offer refunds, including the ticket price and any optional fee charged for cancelled or significantly delayed flights, even when flight disruptions are outside their control. If your airline isn’t doing that, you can report it to the U.S. Department of Transportation. Cruise Lines: If you booked a cruise, your options will vary by cruise line. Your ticket contract lays out cancellation policies and your rights. For example, you may be offered a refund, or a credit or voucher for a future cruise. If you opt for a credit or voucher, make sure the expiration date is far enough out that you can use it. Read more from the Federal Maritime Commission about your rights and the recourse that might be available to you. Trains: Amtrak is waiving change fees for reservations made before May 31, 2020; you can make changes online at Amtrak.com. For cancellations and refunds, call 1-800-USA-RAIL. Lodging: Some hotel chains may be loosening their cancellation policies, waiving change and cancellation fees that would normally apply to non-refundable rates. Check with the hotel for your options. This article couldn’t have been more well-timed today.  My trip to Cancun was cancelled three weeks ago by a major airline (unnamed), which would have left tomorrow, May 2nd.  Needless to say, everything has been thrown into total chaos by Covid-19 for everyone across the globe.  While my airline has offered future vouchers, I’m still having trouble with getting a refund or credit from the travel agency I used to book my resort.  Hopefully they return my call or contact me somehow.  I’ve placed an online request for a refund/other options, it’s just a nightmare for everyone planning anything, and every business involving travel is just so backed up.  Thanks FTC, for the article.-RC I bought round trip tickets for my grand children to fly from Charlotte NC to JFK arriving at JFK on March 16, 2020 and returning on March 22, 2020. American will not refund the charge of $422.22 to my credit card and will only give the same passengers a credit for the same flight at a date 12 months from their original  Flights. They won’t refund my money or give me back the credits   This is unacceptable See article above""According to the U.S. Department of Transportation, airlines must offer refunds, including the ticket price and any optional fee charged for cancelled or significantly delayed flights, even when flight disruptions are outside their control. If your airline isn’t doing that, you can report it to the U.S. Department of Transportation."" Jet Blue only offers credits  By the time it is safe to travel. I may not be able to, due to age and health. The tickets were none refundable at time of purchase.  The consumer loses again. My husband and I booked a cruise on Carnival Cruise Lines for Sept. We were to depart out of Seattle, then Covid19  showed up and we cancelled our trip. We had already paid the trip in full plus money for the 2 excursions. We did purchase the travel insurance. We asked for a refund and they said we were going to be penalized almost $500.00 for canceling. We still have not received our refund or money back for the excursions. What do we do now? Just keep on waiting? It has been almost 2 months since we canceled. I would be concerned with getting a refund/credit than becoming upset that travel plans have been overturned. There's always tomorrow to take a trip. Keep yourself posted via the site you booked and paid through. Had to cancel two trips on physicians orders (age & medical history).  Also complied with CDC Guidelines for those conditions and Whitehouse COVD Task Force. Southwest, Hertz and hotel refunded costs.  Only one refusing to refund was Allegiant Airlines who gave me Travel  Voucher because it is their ""Policy"" as I purchased a non-refundable ticket.  Well the same applied at Southwest but they did the right thing and refunded. What if I am not able to use and what if I did travel in future and it needed to be a location Allegiant does not serve?  Allegiant asking for ""Bailout"" money but may end up keeping my money plus bailout.  What a company!!! You sure opened a can of worms!  I had a ticket as non refundable.  I get that if I want to change or anything else.  But when they aren't flying and don't deliver the service, how can they refuse my refund?  This is happening to me.  I could have showed up at the airport and the flight wasn't flying but they won't give me a  refund because its non refundable.  United Airlines at its very best.  FTC...we need you!!! Hoping that the parents who paid out almost $1000 for 5th grade safety patrol trip to Washington DC will get some kind of refund even with purchasing the insurance.  Still waiting to hear from the school.  :( Airlines - you are writing about refund. In my understanding is refund getting money back. No one US airline is giving refund. All only credits, what for foreign travelers unacceptable. How to proceed? Thank you EF Tours is keeping $ for trips that they cancelled due to Covid19. Depending on the time of travel, patrons are losing at least 500-1000$ for a service that was never provided. Please help us get full refunds. Thank you. Natural Exposures also kept 13K of my money for a trip that was cancelled 2 days before I was to leave.  They made a profit and refused to refund anything.  It was cancelled due to covid'19.  Four other companies that I also had trips booked with have completely refunded all money as have airlines.  Please help me get a refund…. We had flights with both Frontier and Spirit airlines.  Spirit flight was supposed to be 3/25/20 & Frontier flight was 4/3/20.  All traveling states involved had Executive Stay at Home Orders on the dates of travel.  Both Frontier and Spirit have refused the numerous requests for refunds---saying flights are nonrefundable.  Both flights were purchased prior to the pandemic.  Neither airline will deny that they are receiving Federal funding but yet neither will refund us, the taxpaying consumer.  So we follow the laws by not flying & the airlines get to keep our money and receive Federal bailout money on top of it all.  SMH Overseas Adventure Travel is a tour company located in Boston that has, within the past 30 days, attempted to unlawfully, unilaterally, and retroactively, amend the Terms and Conditions of its booking contract in order to attempt to refuse issuing cash refunds and only issue vouchers for future travel (even when they canceled the trip). They are hiding behind a ""no class action"" provision and think that prevents any single person from effective action against them. Hence, FTC help is needed. How does this rule impact the agencies that sell airline tickets. I purchased four international airline tickets (Air France) from Capital One travel. Now, I have called both Air France and Capital One. Air France folks are really nice and are willing to issue full refund but they asked me to call my agency (Capital One). I have called Capital One numerous times and is put on hold for 2+ hours before disconnecting my call. This has happened more than 5 times and I have lost 10+ hours just waiting. I need FTC help urgently to crack the whip on agencies like Capital One Travel. I booked a timeshare for April 2019 that I had to cancel because of Covid 19. I was offered rebooking from July to December 2019. I can't travel within that time frame as advised by my endocrinologist. Since I never got a cancellation policy from the timeshare owner. I was told to sell my week to recover my costs. I didn't sign up for this but I made an effort. 4 people responded but wanted assurance that they would receive a full refund if they needed to cancel. I text messaged the owner and haven't received a response. Im out $1300. This is bad business! I will be exploring my options and not giving up! My flight got canceled due to COVID 19. The ticket was purchased online via a third party/travel agency. While trying to get a refund for my trip, the travel agency wants me to approve to cancel my ticket and agree to pay them a refund processing fee. Wondering if that is something they can require...? YMT Vacations  is keeping $ for trips that they cancelled due to Covid19.  Our group of 6  losing at least $300 each for a service that was never provided.  FTC - Please help us get full refunds.Thank you I booked an AmaWaterways river cruise for July 19.  AmaWaterways cancelled the cruise and will refund the payments I had made.  But what about the flights?   Turkish Airlines is offering a voucher that must be used by early 2021 which won’t work since I have a teaching position and can’t travel at that time.     I do have travel insurance .... I booked a trip thru a travel company and airline separately.  I was able to get refunds from both, but not the full refund.  The travel company gave me 75% of trip and told me to file a claim thru my travel insurance, which I did.  I was denied payment from the travel insurance company because the fact that the trip was cancelled by the travel company due to COVID19 restrictions isn't one of the 9 reasons for reimbursement.  If I would of claimed that I was sick, or was in an accident on my way to the airport the claim would of been reimbursed, but there is no provision in the federal insurance policies that these companies follow for when the travel company cancels or for any pandemic.  If it wasn't for the cancellation and countries being closed to travelers, I would of gone on the trip.  Now I am out a good chunk of change.  The airline booking company reimbursed a little under 1/2 of what I paid on the ticket.  How do I get the remaining monies reimbursement, for it isn't a small amount it's around 5000.  I see in all of the fed assistance it's all paid to the companies to help them survive, but it's not coming down to the consumer how is really hit by the loss incurred. Airlines: According to the U.S. Department of Transportation, airlines MUST (emphasis added) offer refunds, including the ticket price and any optional fee charged for cancelled or significantly delayed flights, even when flight disruptions are outside their control. If your airline isn’t doing that, you can report it to the U.S. Department of Transportation. United Airlines confirmed to me that they issued refunds directly to the travel agency for the two flight upgrades to Europe that my mom purchased through the travel agency and were ticket through United Airlines. The travel agency initially says the flights are not refundable and so my mom is not entitled to any refund. When I enquired with more information, they now say they booked through a consolidator and that the consolidator is ""making an exception but holding back $500 per ticket for the canceled flights"". Given United was able to tell me the name of the company that the refunds were issued to - which is the travel agency (not a another party) - I do not believe there was a consolidator at play here (i.e., the travel agency IS the consolidator in this case). Regardless...the law says that if the airline cancels the flight, they must offer a refund to the ticketed passengers. In this case, the travel agency requested and received the funds and will not return them in full. This is beyond the $500 per person non-refundable deposit that they have already held back for the tour/accomodation portion of the trip as per the travel contract. FTC please provide guidance on how to manage travel agencies who are taking advantage of travelers by taking their  non-refundable deposits and then also holding back airfare refunds for canceled flights. I made out of state vacation reservations and a car rental based on my flight day and time. I am on a tight schedule to pick up my car rental and check into my hotel at specific times (2-hour drive from airport to hotel). I received an email from Southwest Airlines that my Flight was canceled (both to and from destination) and I was moved to a later outbound flight - causing me to miss my car rental time window and earlier return flight causing me to miss my return flight. I received an email stating that I had to call within 3 days of the notification or I couldn't cancel/change my flight w/o penalty. Did not receive a phone call or text message, so I missed the window of opportunity.In addition, my original Hotel reservations have been changed two times now because of the lockdown and now I'm told that if I elect change my reservations again I will have to pay a penalty.How do I get a refund on my Plain Ticket, Hotel and Car Rental? On Christmas day, my niece and I booked our trip to Paris for my birthday and Mother's day weekend through a travel site. For 2 months i have been trying to get a refund for this trip that cost over $2000. The airline offered a voucher but I want a refund. We are not promised tomorrow and if anything happens to us the money is wasted and they've done nothing to earn it. The hotel wants to keep nearly $900 for doing nothing. They promise me a response in 5 days and it's been 30 days. What's worse is that now my niece has lost her job in airline transportation and we really need it. Booked a cruise in late October for May 2020.    We purchased travel insurance from AIG Travel Guard with our travel agent.    The cruise was cancelled, not by us, but by the cruise line.      Now AIG Travel Guard will not issue a refund for the insurance.    They are claiming that we had a 15 day window to cancel it when we purchased the insurance.          They are offering a 2 year voucher assuming we will take a trip during that time.    We do not believe we will and they will pocket our money.     I do not know how they can not refund funds for a service they didn't provide. I have used travel agent to book my tickets. Airlines is offering full refund but travel agent is charging $300 mentioning that its the consolidator fee which they cannot avoid. Anyone in this situation? wondering if its legally allowed that they can charge the amount? Looking to get back my money. I purchased 2 round-trip tickets from JustFly.com to Japan earlier this year to go to the Olympics.  I paid $3,476.66 for 2 tickets, including taxes and agency fees of $115.33.  We would have used ANA from Chicago to Tokyo, and UA coming back from Tokyo to Chicago.  The event was subsequently cancelled, and both All Nippon Airways and United Airlines are offering full refunds, with no fees.  I contacted both airlines and they confirmed that my tickets qualify for refunds.   Their policies are published on their websites.  Based on the e-ticket numbers, times when I purchased tickets, and the timing of our flight schedules, our tickets meet the criteria per ANA's website. JustFly is still saying that my tickets do not meet the criteria and the airlines are not allowing them to refunds.  I have contacted JustFly several times, but they have not refunded me. I, along with 5 other families, booked an all inclusive trip through Costa Rica Experts out of Chicago, IL and spent approximately $15,000 up front.  One friend who didn't go through this travel agent has recouped all her money from tours we were booked on as well so we know refunds are being issued from guides.  The only option this agent is giving us is to book a trip in July 2020 amid a second wave of the virus and border restrictions (as per the CR Embassy and local newspapers).  This travel is agent is aware of the business restrictions, mandatory quarantine, and no tours operating.  Is this even legal and ethical to sell a package that cannot be used in full?  Do we have any recourse? Please hold travel agencies to this same standard. I booked a trip through an agency: they just told me that the trip is cancelled and that the airlines, hotels, and train lines have waived all fees and given a full refund. However, the travel agency won't give a refund - they are giving a credit toward future travel within the next two years. This would be great in normal times - but why should the travel agency get to hold several thousand of my dollars for two years?? I want my money back. In these uncertain times, I could use that cash more than I can use credit for a future vacation.  The FTC may need to step in and instruct travel agencies to give full refunds. Have you had any luck getting a refund? Hotels.com will not refund me $4000 for a canceled trip to Playa Del Carmen in April. The resort was closed and travel was banned but they are saying my reservation said no refunds. I don’t know how they can stand by that when travel being banned was totally out of everyone’s hands. I have literally spent 50+ hours on the phone with them, the hotel and my credit card company and everyone is giving me the run around saying it’s the other party who has to refund me. Even Southwest Airlines only gave me a credit. This has been an absolute nightmare especially at a time when I lost my job due to the virus! I need help and don’t know who to turn to! If anyone has advice please reach out to me! My travel agency with European headquarters wants 30 euros per ticket to help refund my japan airline ticket. Is that legal? Why I can’t directly refund it with airline? Before the Coronavirus outbreak, I booked a vacation for July 12-18 for over $2400 (and paid for it in full) using booking.com for a resort owned by Schulstadt Rentals in Panama City Beach FL.  Neither Booking.com or Schulstadt Rentals will give me a refund in light of COVID-19.  Furthermore, I am an ICU RN who works in a critical access area and a major trauma center and cannot take off of work due to Coronavirus Outbreak staffing/increased patients.  Please help me.  $2400 is a lot of money for us and we deserve a refund..."
"67","17-Apr","Shawn Colvin's 30th anniversary shows for Steady On have been rescheduled, and a new March 2021 date added. Tickets will be honored for the new dates. More information about the new dates an tickets is available here.","R","Shawn Colvin","Pop","Yes",NA,NA,NA,"Shawn Colvin covid cancel refund","https://knoxbijou.org/covid-19-statement/","For canceled shows, tickets purchased through authorized ticket sellers (Ticketmaster and the Box Office) will be refunded automatically, in full at the point of purchase. No action is needed to receive a refund. For postponed shows, you should hold on to your tickets as they will be valid for the rescheduled performance date, once determined. For rescheduled shows, with new dates already announced, fans should hold on to their tickets as they will be valid for the rescheduled performance date. If ticket holders can’t attend the rescheduled date, you may request a refund through May 31. Please note: To be eligible for a refund, you must have purchased your tickets through Ticketmaster or from the Tennessee Theatre box office.  For tickets purchased through Ticketmaster, a refund link will be visible under the event in your Ticketmaster account. Please use this link to request a refund. If the tickets were transferred to you, you will need to transfer them back to the original purchaser in order for them to request a refund.  For tickets purchased in-person or over the phone with the box office, please email info@knoxbijou.org. In the email, please provide your full name, show you are requesting a refund for, and phone number. If you do not request a refund by May 31 your ticket will remain valid for the rescheduled date."
"68","17-Apr","The Black KeysÂ haveÂ canceledÂ their May Canadian tour. â€œWith the safety of our fans and crew in mind, our upcoming Canadian tour this May has been canceled,â€ they wrote in a statement. â€œWe are sad to miss these shows, and we hope to see you all soon. Refunds will be issued at the point of purchase. Please stay safe!â€","C","The Black Keys","Rock","No",NA,NA,NA,"The Black Keys covid cancel refund","https://www.rollingstone.com/music/music-news/black-keys-tour-covid-19-997948/","The tour was set to kick off July 7 in Seattle, Washington, and wrap on September 6 in Jacksonville, Florida. According to Live Nation, ticketholders will be contacted directly about refund options."
"69","16-Apr","Louisville, Kentucky's Forecastle Festival (July 17-19), scheduled to feature Jack Johnson, Cage The Elephant, The 1975, and many more has canceled the 2020 edition. Organizers area offering automatic refunds at the point of purchase.","C","Forecastle Festival","Festival","Yes",NA,NA,NA,"Forecastle Festival covid cancel refund","https://www.kentucky.com/entertainment/music-news-reviews/article242064081.html","“Tickets will be automatically refunded at point of purchase and purchasers will receive an email with details on timing and processing,” according to the announcement. “Stay safe, stay connected, and we’ll see you soon.”"
"70","16-Apr","Santana's May 2020 dates at the House of Blues Las Vegas have been canceled; refunds are available at the point of purchase. Carlos Santana plans to continue his residency, ""An Intimate Evening With Santana: Greatest Hits Live,"" Sept. 16:27 and Nov. 4:15 at the same venue.","C","Santana","Rock","Yes",NA,NA,NA,"Santana covid cancel refund","https://www.rollingstone.com/music/music-news/santana-cancel-european-tour-coronavirus-964955/","Dubbed the Miraculous 2020 World Tour, the shows were scheduled to kick off on March 14th at the Unipol Arena in Bologna, Italy, with a show in Zürich, Switzerland, the next day. All refunds are available through point of purchase."
"71","16-Apr","The EAMC Board Officers, Board of Directors and Planning Committee, have announced that they will reschedule the 2020 Event and Arena Marketing Conference to June 2021. In lieu of the 2020 conference that was set to take place in June, EAMCÂ will have EAMC at Home starting April 30 with a series of webinars.","R",NA,NA,NA,NA,NA,NA,"NA covid cancel refund","https://www.chase.com/digital/resources/coronavirus/trip-management",""
"72","16-Apr","The 2020Â New Orleans Jazz and Heritage FestivalÂ was officially canceled Thursday. Festival organizers had already postponed the festival, which usually spans two spring weekends, until the fall. But they announced on the festival website that they would not attempt this year to hold the event.","C","New Orleans Jazz and Heritage Festival","Festival","Yes",NA,NA,NA,"New Orleans Jazz and Heritage Festival covid cancel refund","https://www.jambase.com/article/new-orleans-jazz-fest-canceled-coronavirus","Dates for the 2021 Jazz Fest will span April 22 – May 2. Information on refunds for those who do not want to transfer their tickets to 2021 is forthcoming and will be announced no later than April 22. 2020 tickets will be valid for next year’s Jazz Fest. Purchasers of 2020 tickets will receive notification no later than April 22 regarding the refund process if they cannot attend in 2021. If you purchased tickets at the Smoothie King Center, please stay tuned to Festival social media platforms for refund information which will be posted in the next few days."
"73","15-Apr","Thom Yorke announced that the U.S. leg of his Tomorrow's Modern Boxes tour has been postponed until the fall. Tickets for the original shows will be honored at the concerts in the same cities and venues. The only exceptions are the Fairfax, Va., show, which has moved to D.C.; Chicago, which has a venue change; and St. Paul, Minn., which has been canceled. The musician shared the announcement, new dates, and refund information via a tweet.","P","Thom Yorke","Rock","Yes",NA,NA,NA,"Thom Yorke covid cancel refund","https://www.unitedcenter.com/official-statement-on-covid-19/","Harry Styles Rescheduled: Harry Styles at the United Center has been rescheduled to September 24 & 25, 2021. Your ticket will be honored for the new date or if you can’t make it, you’ll be able to request a refund. Ticketmaster will email ticket holders directly with details. Visit livenation.com/refund for more information."
"74","15-Apr","Foals and Local Natives have canceled their joint U.S. and Canada tour due to the global pandemic. ""We are heartbroken that we can't be together this summer toÂ play for you,"" they said in a statement. In the meantime, the bands are releasing the remixes they did: The Foals' take onÂ Local Natives' ""Dark Days"" and Local Natives' remix of Foals' ""Neptune,"" which they were going to originally release at the tour's kickoff, are available here now.","C","Foals and Local Natives","Rock","Yes",NA,NA,NA,"Foals and Local Natives covid cancel refund","https://upstateconcerthall.com/calendar/local-natives/","We're sad to say, due to the uncertainties around COVID-19, our upcoming summer tour with Foals & Cherry Glazerr has been canceled - tickets will be refunded at the point of purchase."
